"","V_plasma","V_inter","V_muscle","kgut","Km","Vmax","m_K_ALDO","P_ECF","FF","GFR","dtKsec_eq","A_dtKsec","B_dtKsec","cdKsec_eq","A_cdKsec","B_cdKsec","A_cdKreab","A_insulin","B_insulin","KMuscleBase","Kecf_base","ALD_eq","etapsKreab"
"1974",-2.17299654110548e-05,-1.05248701913752e-05,8.30538658647127e-06,2.16446076422017e-05,-8.10370960848823,-7.17672398309331e-06,18.262259645307,7.33442107048177e-09,5.55625830145345e-06,-5.97710315800478,-47.0273563626299,-67.1476188437445,-94.8656461142755,-4.58739383628986,-11.8142795904508,-17.1370550142176,46.3530610456428,0,0,14.9080610109926,-0.0195728139310206,-13.437538120422,52.4008342034012
"1975",2.99331759379129e-09,-5.00851712104123e-06,-7.9623859505773e-06,1.24592048678096e-06,2.27044322016707,-1.51841383626561e-05,34.2713407760971,-1.22372102850932e-06,1.03239017334999e-09,-127.253577844754,-207.886483426953,-254.89972022185,-608.430149055828,-29.2896143695598,-47.2181336028625,-112.00906104689,440.422887446329,0,0,42.7537032093487,-145.128265161822,73.45655365558,641.062930775313
"1976",9.02837484773045e-08,-6.82236986904173e-08,-1.51261531300406e-07,-6.89161367972701e-08,3.86030010717894,-1.96353648220793e-05,7.88542954104264,-3.00994429380808e-08,-8.97841800906464e-11,-50.1215776550696,-114.941159721858,-300.566831974385,-269.777685556715,-38.7403965069279,-28.4567600043156,-112.536449150916,118.148002604183,0,0,43.4485306646764,-63.5068961836351,41.9454023494839,285.819721169563
"1977",1.73784690957746e-05,-2.14356532524107e-10,-2.79730593888417e-06,-0.000328250666967733,-0.844708982529997,-2.75854002040887e-06,-0.961972222314444,1.08459417447193e-07,-4.33573177360813e-11,-8.30999762736658,-21.8622866547596,-37.7237874985323,-41.193585857949,-1.67136022125733,-7.62084579909602,-8.5560683074435,31.3719743636517,0,0,16.8751720234069,-12.8221370988595,24.4387832406057,48.3941905114888
"1978",-2.4155781375157e-08,-5.03152080000291e-07,-3.26045392284868e-06,4.87546003569151e-09,18.2896136296261,-4.87152078676445e-08,152.439136475293,1.14917816063098e-06,5.17187572768307e-08,-164.46413455504,-90.1485001276815,-182.752723608898,-129.858219435079,-53.2970585544022,-202.26729455389,-254.927920483058,216.50959889645,0,57.8439798542645,44.5277981723405,-112.500370339306,359.194499237112,457.282494726881
"1979",-2.94625124297454e-08,2.05848650125518e-07,2.14880913063098e-07,8.25138357640753e-08,-15.042691303311,-3.06913534586783e-08,3.90364490308339,2.14009801879911e-07,-2.99189792940524e-08,-7.52334929783185,-29.0079846112663,-47.8079003965199,-40.9713528829208,-2.07603297772869,-3.59133226114763,-8.09623775662279,38.8697324229543,17.1664026497251,57.3098385289578,15.2093819275008,1.23093391223373,-3.05983320898613,20.9651113484498
"1980",2.93226286771642e-05,-2.38182225302808e-05,1.6780988374876e-05,-5.87805827052535e-05,-4.97103117472517,7.61034755214496e-08,1.55410848180521,-1.43569636179563e-06,-5.61866291093338e-06,-7.35339052497282,-21.1730514881672,-58.0658332028028,-41.9166100703407,-3.95123815700139,-10.1528331869548,-16.616527322387,40.7404942269055,17.5369469035653,65.2298486821423,20.4748899510109,-6.08346289774898,-4.09391477391205,35.2449504221744
"1981",4.85151758766733e-07,-1.50670453393787e-05,1.66659089728682e-05,-8.32733464903868e-05,-2.19220388827181,1.62068383673386e-05,-6.42290793285622,3.22071552147918e-05,-3.01746829762806e-05,-8.87573829178436,-7.83803251434166,-19.3664494305023,-8.75750573566352,-0.470627175536124,-0.917590941742432,-1.29574664982734,30.2057838336872,18.6813511970021,31.1903131840224,17.8474802793634,-16.5116658394099,37.8555961843887,38.8339720057407
"1982",-5.93813638261054e-08,3.19165621931461e-07,-5.63220510230166e-08,-0.000354423470668053,3.72902046452989,3.31469379943883e-07,11.1166669562679,-1.95606730812870e-09,0.000365274245922364,-13.7447846783649,-45.2958441409538,-74.2733391086629,-85.9729132272517,-3.22695036552529,-10.2289341803523,-23.9371346178031,102.338401875715,0,0,20.3760037051024,-26.9312767879318,43.1495892640052,160.352438192242
"1983",4.10885405699446e-08,-7.51860756054157e-06,-4.32241762382545e-08,-3.02291414300271e-06,-7.54286996295142,2.46342466425631e-08,0.748873423173634,1.59174753378011e-06,4.66570782009512e-09,-8.5033401170652,-15.1880401749806,-29.5147718038274,-21.9264932794405,-1.79817886388579,-2.27237179801079,-3.86111081536254,25.6859030720145,0,0,14.6072031148689,-4.78063244636309,-0.806260887045155,21.869755251599
"1984",1.06410880107433e-10,-2.82653900285368e-11,-1.30417276977823e-09,3.36518013455134e-08,-10.412712310166,-3.97761823478504e-11,15.4403322301352,5.24380538990954e-12,4.94964069730486e-11,-6.55050730722456,-27.4934768179956,-41.0599845427891,-44.2764125925961,-1.3246944511452,-1.47263993283305,-3.44799728026946,38.7416499698313,15.6322184410884,55.4842259464216,12.6566971518986,6.61311947119878,-52.9315269150019,23.1976721976965
